Time ms,ADXL X Acceleration,ADXL Y Acceleration,ADXL Z Acceleration,Altitude m
8.03,-10.994,0,0,1318.1
8.04,-10.991,0,0,1318.9
8.05,-10.987,0,0,1319.7
8.06,-10.984,0,0,1320.5
8.07,-10.981,0,0,1321.2
8.08,-10.977,0,0,1322
8.09,-10.974,0,0,1322.8
8.1,-10.971,0,0,1323.5
8.11,-10.967,0,0,1324.3
8.12,-10.964,0,0,1325
8.13,-10.961,0,0,1325.8
8.14,-10.957,0,0,1326.6
8.15,-10.954,0,0,1327.3
8.16,-10.951,0,0,1328.1
8.17,-10.947,0,0,1328.8
8.18,-10.944,0,0,1329.6
8.19,-10.941,0,0,1330.3
8.2,-10.937,0,0,1331.1
8.21,-10.934,0,0,1331.8
8.22,-10.931,0,0,1332.6
8.23,-10.928,0,0,1333.3
8.24,-10.924,0,0,1334.1
8.25,-10.921,0,0,1334.8
8.26,-10.918,0,0,1335.6
8.27,-10.915,0,0,1336.3
8.28,-10.911,0,0,1337.1
8.29,-10.908,0,0,1337.8
8.3,-10.905,0,0,1338.6
8.31,-10.902,0,0,1339.3
8.32,-10.898,0,0,1340
8.33,-10.895,0,0,1340.8
8.34,-10.892,0,0,1341.5
8.35,-10.889,0,0,1342.2
8.36,-10.886,0,0,1343
8.37,-10.883,0,0,1343.7
8.38,-10.879,0,0,1344.4
8.39,-10.876,0,0,1345.2
8.4,-10.873,0,0,1345.9
8.41,-10.87,0,0,1346.6
8.42,-10.867,0,0,1347.4
8.43,-10.864,0,0,1348.1
8.44,-10.86,0,0,1348.8
8.45,-10.857,0,0,1349.5
8.46,-10.854,0,0,1350.3
8.47,-10.851,0,0,1351
8.48,-10.848,0,0,1351.7
8.49,-10.845,0,0,1352.4
8.5,-10.842,0,0,1353.2
8.51,-10.838,0,0,1353.9
8.52,-10.835,0,0,1354.6
8.53,-10.832,0,0,1355.3
8.54,-10.829,0,0,1356
8.55,-10.826,0,0,1356.7
8.56,-10.823,0,0,1357.4
8.57,-10.82,0,0,1358.2
8.58,-10.817,0,0,1358.9
8.59,-10.814,0,0,1359.6
8.6,-10.811,0,0,1360.3
8.61,-10.808,0,0,1361
8.62,-10.805,0,0,1361.7
8.63,-10.802,0,0,1362.4
8.64,-10.799,0,0,1363.1
8.65,-10.796,0,0,1363.8
8.66,-10.793,0,0,1364.5
8.67,-10.79,0,0,1365.2
8.68,-10.787,0,0,1365.9
8.69,-10.784,0,0,1366.6
8.7,-10.781,0,0,1367.3
8.71,-10.778,0,0,1368
8.72,-10.775,0,0,1368.7
8.73,-10.772,0,0,1369.4
8.74,-10.769,0,0,1370.1
8.75,-10.766,0,0,1370.8
8.76,-10.763,0,0,1371.5
8.77,-10.76,0,0,1372.2
8.78,-10.757,0,0,1372.9
8.79,-10.754,0,0,1373.6
8.8,-10.751,0,0,1374.2
8.81,-10.748,0,0,1374.9
8.82,-10.745,0,0,1375.6
8.83,-10.742,0,0,1376.3
8.84,-10.739,0,0,1377
8.85,-10.736,0,0,1377.7
8.86,-10.733,0,0,1378.3
8.87,-10.73,0,0,1379
8.88,-10.727,0,0,1379.7
8.89,-10.724,0,0,1380.4
8.9,-10.722,0,0,1381.1
8.91,-10.719,0,0,1381.7
8.92,-10.716,0,0,1382.4
8.93,-10.713,0,0,1383.1
8.94,-10.71,0,0,1383.8
8.95,-10.707,0,0,1384.4
8.96,-10.704,0,0,1385.1
8.97,-10.701,0,0,1385.8
8.98,-10.699,0,0,1386.4
8.99,-10.696,0,0,1387.1
9,-10.693,0,0,1387.8
9.01,-10.69,0,0,1388.4
9.02,-10.687,0,0,1389.1
9.03,-10.684,0,0,1389.8
9.04,-10.682,0,0,1390.4
9.05,-10.679,0,0,1391.1
9.06,-10.676,0,0,1391.7
9.07,-10.673,0,0,1392.4
9.08,-10.67,0,0,1393.1
9.09,-10.668,0,0,1393.7
9.1,-10.665,0,0,1394.4
9.11,-10.662,0,0,1395
9.12,-10.659,0,0,1395.7
9.13,-10.657,0,0,1396.3
9.14,-10.654,0,0,1397
9.15,-10.651,0,0,1397.6
9.16,-10.648,0,0,1398.3
9.17,-10.645,0,0,1398.9
9.18,-10.643,0,0,1399.6
9.19,-10.64,0,0,1400.2
9.2,-10.637,0,0,1400.9
9.21,-10.635,0,0,1401.5
9.22,-10.632,0,0,1402.1
9.23,-10.629,0,0,1402.8
9.24,-10.626,0,0,1403.4
9.25,-10.624,0,0,1404.1
9.26,-10.621,0,0,1404.7
9.27,-10.618,0,0,1405.3
9.28,-10.616,0,0,1406
9.29,-10.613,0,0,1406.6
9.3,-10.61,0,0,1407.2
9.31,-10.608,0,0,1407.9
9.32,-10.605,0,0,1408.5
9.33,-10.602,0,0,1409.1
9.34,-10.599,0,0,1409.8
9.35,-10.597,0,0,1410.4
9.36,-10.594,0,0,1411
9.37,-10.592,0,0,1411.7
9.38,-10.589,0,0,1412.3
9.39,-10.586,0,0,1412.9
9.4,-10.584,0,0,1413.5
9.41,-10.581,0,0,1414.1
9.42,-10.578,0,0,1414.8
9.43,-10.576,0,0,1415.4
9.44,-10.573,0,0,1416
9.45,-10.571,0,0,1416.6
9.46,-10.568,0,0,1417.2
9.47,-10.565,0,0,1417.9
9.48,-10.563,0,0,1418.5
9.49,-10.56,0,0,1419.1
9.5,-10.558,0,0,1419.7
9.51,-10.555,0,0,1420.3
9.52,-10.552,0,0,1420.9
9.53,-10.55,0,0,1421.5
9.54,-10.547,0,0,1422.1
9.55,-10.545,0,0,1422.7
9.56,-10.542,0,0,1423.4
9.57,-10.54,0,0,1424
9.58,-10.537,0,0,1424.6
9.59,-10.535,0,0,1425.2
9.6,-10.532,0,0,1425.8
9.61,-10.53,0,0,1426.4
9.62,-10.527,0,0,1427
9.63,-10.525,0,0,1427.6
9.64,-10.522,0,0,1428.2
9.65,-10.519,0,0,1428.8
9.66,-10.517,0,0,1429.4
9.67,-10.514,0,0,1430
9.68,-10.512,0,0,1430.6
9.69,-10.51,0,0,1431.1
9.7,-10.507,0,0,1431.7
9.71,-10.505,0,0,1432.3
9.72,-10.502,0,0,1432.9
9.73,-10.5,0,0,1433.5
9.74,-10.497,0,0,1434.1
9.75,-10.495,0,0,1434.7
9.76,-10.492,0,0,1435.3
9.77,-10.49,0,0,1435.8
9.78,-10.487,0,0,1436.4
9.79,-10.485,0,0,1437
9.8,-10.483,0,0,1437.6
9.81,-10.48,0,0,1438.2
9.82,-10.478,0,0,1438.8
9.83,-10.475,0,0,1439.3
9.84,-10.473,0,0,1439.9
9.85,-10.47,0,0,1440.5
9.86,-10.468,0,0,1441.1
9.87,-10.466,0,0,1441.6
9.88,-10.463,0,0,1442.2
9.89,-10.461,0,0,1442.8
9.9,-10.458,0,0,1443.3
9.91,-10.456,0,0,1443.9
9.92,-10.454,0,0,1444.5
9.93,-10.451,0,0,1445.1
9.94,-10.449,0,0,1445.6
9.95,-10.447,0,0,1446.2
9.96,-10.444,0,0,1446.8
9.97,-10.442,0,0,1447.3
9.98,-10.44,0,0,1447.9
9.99,-10.437,0,0,1448.4
10,-10.435,0,0,1449
10.01,-10.433,0,0,1449.6
10.02,-10.43,0,0,1450.1
10.03,-10.428,0,0,1450.7
10.04,-10.426,0,0,1451.2
10.05,-10.423,0,0,1451.8
10.06,-10.421,0,0,1452.3
10.07,-10.419,0,0,1452.9
10.08,-10.416,0,0,1453.4
10.09,-10.414,0,0,1454
10.1,-10.412,0,0,1454.5
10.11,-10.41,0,0,1455.1
10.12,-10.407,0,0,1455.6
10.13,-10.405,0,0,1456.2
10.14,-10.403,0,0,1456.7
10.15,-10.401,0,0,1457.3
10.16,-10.398,0,0,1457.8
10.17,-10.396,0,0,1458.4
10.18,-10.394,0,0,1458.9
10.19,-10.392,0,0,1459.4
10.2,-10.389,0,0,1460
10.21,-10.387,0,0,1460.5
10.22,-10.385,0,0,1461.1
10.23,-10.383,0,0,1461.6
10.24,-10.38,0,0,1462.1
10.25,-10.378,0,0,1462.7
10.26,-10.376,0,0,1463.2
10.27,-10.374,0,0,1463.7
10.28,-10.372,0,0,1464.3
10.29,-10.369,0,0,1464.8
10.3,-10.367,0,0,1465.3
10.31,-10.365,0,0,1465.9
10.32,-10.363,0,0,1466.4
10.33,-10.361,0,0,1466.9
10.34,-10.358,0,0,1467.4
10.35,-10.356,0,0,1468
10.36,-10.354,0,0,1468.5
10.37,-10.352,0,0,1469
10.38,-10.35,0,0,1469.5
10.39,-10.348,0,0,1470
10.4,-10.346,0,0,1470.6
10.41,-10.343,0,0,1471.1
10.42,-10.341,0,0,1471.6
10.43,-10.339,0,0,1472.1
10.44,-10.337,0,0,1472.6
10.45,-10.335,0,0,1473.1
10.46,-10.333,0,0,1473.6
10.47,-10.331,0,0,1474.2
10.48,-10.329,0,0,1474.7
10.49,-10.327,0,0,1475.2
10.5,-10.324,0,0,1475.7
10.51,-10.322,0,0,1476.2
10.52,-10.32,0,0,1476.7
10.53,-10.318,0,0,1477.2
10.54,-10.316,0,0,1477.7
10.55,-10.314,0,0,1478.2
10.56,-10.312,0,0,1478.7
10.57,-10.31,0,0,1479.2
10.58,-10.308,0,0,1479.7
10.59,-10.306,0,0,1480.2
10.6,-10.304,0,0,1480.7
10.61,-10.302,0,0,1481.2
10.62,-10.3,0,0,1481.7
10.63,-10.298,0,0,1482.2
10.64,-10.296,0,0,1482.7
10.65,-10.294,0,0,1483.2
10.66,-10.292,0,0,1483.7
10.67,-10.29,0,0,1484.2
10.68,-10.288,0,0,1484.7
10.69,-10.286,0,0,1485.2
10.7,-10.284,0,0,1485.6
10.71,-10.282,0,0,1486.1
10.72,-10.28,0,0,1486.6
10.73,-10.278,0,0,1487.1
10.74,-10.276,0,0,1487.6
10.75,-10.274,0,0,1488.1
10.76,-10.272,0,0,1488.5
10.77,-10.27,0,0,1489
10.78,-10.268,0,0,1489.5
10.79,-10.266,0,0,1490
10.8,-10.264,0,0,1490.5
10.81,-10.262,0,0,1490.9
10.82,-10.26,0,0,1491.4
10.83,-10.258,0,0,1491.9
10.84,-10.256,0,0,1492.4
10.85,-10.254,0,0,1492.8
10.86,-10.252,0,0,1493.3
10.87,-10.25,0,0,1493.8
10.88,-10.248,0,0,1494.2
10.89,-10.246,0,0,1494.7
10.9,-10.244,0,0,1495.2
10.91,-10.243,0,0,1495.6
10.92,-10.241,0,0,1496.1
10.93,-10.239,0,0,1496.6
10.94,-10.237,0,0,1497
10.95,-10.235,0,0,1497.5
10.96,-10.233,0,0,1498
10.97,-10.231,0,0,1498.4
10.98,-10.229,0,0,1498.9
10.99,-10.227,0,0,1499.3
11,-10.226,0,0,1499.8
11.01,-10.224,0,0,1500.3
11.02,-10.222,0,0,1500.7
11.03,-10.22,0,0,1501.2
11.04,-10.218,0,0,1501.6
11.05,-10.216,0,0,1502.1
11.06,-10.215,0,0,1502.5
11.07,-10.213,0,0,1503
11.08,-10.211,0,0,1503.4
11.09,-10.209,0,0,1503.9
11.1,-10.207,0,0,1504.3
11.11,-10.205,0,0,1504.8
11.12,-10.204,0,0,1505.2
11.13,-10.202,0,0,1505.6
11.14,-10.2,0,0,1506.1
11.15,-10.198,0,0,1506.5
11.16,-10.196,0,0,1507
11.17,-10.195,0,0,1507.4
11.18,-10.193,0,0,1507.8
11.19,-10.191,0,0,1508.3
11.2,-10.189,0,0,1508.7
11.21,-10.188,0,0,1509.2
11.22,-10.186,0,0,1509.6
11.23,-10.184,0,0,1510
11.24,-10.182,0,0,1510.5
11.25,-10.18,0,0,1510.9
11.26,-10.179,0,0,1511.3
11.27,-10.177,0,0,1511.7
11.28,-10.175,0,0,1512.2
11.29,-10.174,0,0,1512.6
11.3,-10.172,0,0,1513
11.31,-10.17,0,0,1513.5
11.32,-10.168,0,0,1513.9
11.33,-10.167,0,0,1514.3
11.34,-10.165,0,0,1514.7
11.35,-10.163,0,0,1515.1
11.36,-10.161,0,0,1515.6
11.37,-10.16,0,0,1516
11.38,-10.158,0,0,1516.4
11.39,-10.156,0,0,1516.8
11.4,-10.155,0,0,1517.2
11.41,-10.153,0,0,1517.7
11.42,-10.151,0,0,1518.1
11.43,-10.15,0,0,1518.5
11.44,-10.148,0,0,1518.9
11.45,-10.146,0,0,1519.3
11.46,-10.145,0,0,1519.7
11.47,-10.143,0,0,1520.1
11.48,-10.141,0,0,1520.5
11.49,-10.14,0,0,1520.9
11.5,-10.138,0,0,1521.3
11.51,-10.136,0,0,1521.8
11.52,-10.135,0,0,1522.2
11.53,-10.133,0,0,1522.6
11.54,-10.132,0,0,1523
11.55,-10.13,0,0,1523.4
11.56,-10.128,0,0,1523.8
11.57,-10.127,0,0,1524.2
11.58,-10.125,0,0,1524.6
11.59,-10.124,0,0,1525
11.6,-10.122,0,0,1525.4
11.61,-10.12,0,0,1525.7
11.62,-10.119,0,0,1526.1
11.63,-10.117,0,0,1526.5
11.64,-10.116,0,0,1526.9
11.65,-10.114,0,0,1527.3
11.66,-10.112,0,0,1527.7
11.67,-10.111,0,0,1528.1
11.68,-10.109,0,0,1528.5
11.69,-10.108,0,0,1528.9
11.7,-10.106,0,0,1529.3
11.71,-10.105,0,0,1529.6
11.72,-10.103,0,0,1530
11.73,-10.102,0,0,1530.4
11.74,-10.1,0,0,1530.8
11.75,-10.098,0,0,1531.2
11.76,-10.097,0,0,1531.5
11.77,-10.095,0,0,1531.9
11.78,-10.094,0,0,1532.3
11.79,-10.092,0,0,1532.7
11.8,-10.091,0,0,1533.1
11.81,-10.089,0,0,1533.4
11.82,-10.088,0,0,1533.8
11.83,-10.086,0,0,1534.2
11.84,-10.085,0,0,1534.6
11.85,-10.083,0,0,1534.9
11.86,-10.082,0,0,1535.3
11.87,-10.08,0,0,1535.7
11.88,-10.079,0,0,1536
11.89,-10.077,0,0,1536.4
11.9,-10.076,0,0,1536.8
11.91,-10.074,0,0,1537.1
11.92,-10.073,0,0,1537.5
11.93,-10.072,0,0,1537.9
11.94,-10.07,0,0,1538.2
11.95,-10.069,0,0,1538.6
11.96,-10.067,0,0,1538.9
11.97,-10.066,0,0,1539.3
11.98,-10.064,0,0,1539.7
11.99,-10.063,0,0,1540
12,-10.061,0,0,1540.4
12.01,-10.06,0,0,1540.7
12.02,-10.059,0,0,1541.1
12.03,-10.057,0,0,1541.4
12.04,-10.056,0,0,1541.8
12.05,-10.054,0,0,1542.1
12.06,-10.053,0,0,1542.5
12.07,-10.052,0,0,1542.8
12.08,-10.05,0,0,1543.2
12.09,-10.049,0,0,1543.5
12.1,-10.047,0,0,1543.9
12.11,-10.046,0,0,1544.2
12.12,-10.045,0,0,1544.6
12.13,-10.043,0,0,1544.9
12.14,-10.042,0,0,1545.2
12.15,-10.041,0,0,1545.6
12.16,-10.039,0,0,1545.9
12.17,-10.038,0,0,1546.3
12.18,-10.037,0,0,1546.6
12.19,-10.035,0,0,1546.9
12.2,-10.034,0,0,1547.3
12.21,-10.032,0,0,1547.6
12.22,-10.031,0,0,1547.9
12.23,-10.03,0,0,1548.3
12.24,-10.029,0,0,1548.6
12.25,-10.027,0,0,1548.9
12.26,-10.026,0,0,1549.3
12.27,-10.025,0,0,1549.6
12.28,-10.023,0,0,1549.9
12.29,-10.022,0,0,1550.2
12.3,-10.021,0,0,1550.6
12.31,-10.019,0,0,1550.9
12.32,-10.018,0,0,1551.2
12.33,-10.017,0,0,1551.5
12.34,-10.015,0,0,1551.9
12.35,-10.014,0,0,1552.2
12.36,-10.013,0,0,1552.5
12.37,-10.012,0,0,1552.8
12.38,-10.01,0,0,1553.1
12.39,-10.009,0,0,1553.4
12.4,-10.008,0,0,1553.8
12.41,-10.007,0,0,1554.1
12.42,-10.005,0,0,1554.4
12.43,-10.004,0,0,1554.7
12.44,-10.003,0,0,1555
12.45,-10.002,0,0,1555.3
12.46,-10,0,0,1555.6
12.47,-9.9992,0,0,1555.9
12.48,-9.9979,0,0,1556.3
12.49,-9.9967,0,0,1556.6
12.5,-9.9955,0,0,1556.9
12.51,-9.9943,0,0,1557.2
12.52,-9.9931,0,0,1557.5
12.53,-9.9919,0,0,1557.8
12.54,-9.9907,0,0,1558.1
12.55,-9.9895,0,0,1558.4
12.56,-9.9883,0,0,1558.7
12.57,-9.9871,0,0,1559
12.58,-9.9859,0,0,1559.3
12.59,-9.9847,0,0,1559.6
12.6,-9.9835,0,0,1559.9
12.61,-9.9824,0,0,1560.2
12.62,-9.9812,0,0,1560.5
12.63,-9.98,0,0,1560.7
12.64,-9.9789,0,0,1561
12.65,-9.9777,0,0,1561.3
12.66,-9.9766,0,0,1561.6
12.67,-9.9754,0,0,1561.9
12.68,-9.9743,0,0,1562.2
12.69,-9.9731,0,0,1562.5
12.7,-9.972,0,0,1562.8
12.71,-9.9709,0,0,1563
12.72,-9.9697,0,0,1563.3
12.73,-9.9686,0,0,1563.6
12.74,-9.9675,0,0,1563.9
12.75,-9.9664,0,0,1564.2
12.76,-9.9653,0,0,1564.5
12.77,-9.9642,0,0,1564.7
12.78,-9.9631,0,0,1565
12.79,-9.962,0,0,1565.3
12.8,-9.9609,0,0,1565.6
12.81,-9.9598,0,0,1565.8
12.82,-9.9587,0,0,1566.1
12.83,-9.9576,0,0,1566.4
12.84,-9.9565,0,0,1566.7
12.85,-9.9555,0,0,1566.9
12.86,-9.9544,0,0,1567.2
12.87,-9.9533,0,0,1567.5
12.88,-9.9523,0,0,1567.7
12.89,-9.9512,0,0,1568
12.9,-9.9501,0,0,1568.3
12.91,-9.9491,0,0,1568.5
12.92,-9.948,0,0,1568.8
12.93,-9.947,0,0,1569.1
12.94,-9.946,0,0,1569.3
12.95,-9.9449,0,0,1569.6
12.96,-9.9439,0,0,1569.8
12.97,-9.9429,0,0,1570.1
12.98,-9.9419,0,0,1570.4
12.99,-9.9408,0,0,1570.6
13,-9.9398,0,0,1570.9
13.01,-9.9388,0,0,1571.1
13.02,-9.9378,0,0,1571.4
13.03,-9.9368,0,0,1571.6
13.04,-9.9358,0,0,1571.9
13.05,-9.9348,0,0,1572.1
13.06,-9.9338,0,0,1572.4
13.07,-9.9328,0,0,1572.6
13.08,-9.9319,0,0,1572.9
13.09,-9.9309,0,0,1573.1
13.1,-9.9299,0,0,1573.4
13.11,-9.9289,0,0,1573.6
13.12,-9.928,0,0,1573.9
13.13,-9.927,0,0,1574.1
13.14,-9.9261,0,0,1574.3
13.15,-9.9251,0,0,1574.6
13.16,-9.9242,0,0,1574.8
13.17,-9.9232,0,0,1575.1
13.18,-9.9223,0,0,1575.3
13.19,-9.9213,0,0,1575.5
13.2,-9.9204,0,0,1575.8
13.21,-9.9195,0,0,1576
13.22,-9.9185,0,0,1576.2
13.23,-9.9176,0,0,1576.5
13.24,-9.9167,0,0,1576.7
13.25,-9.9158,0,0,1576.9
13.26,-9.9149,0,0,1577.2
13.27,-9.914,0,0,1577.4
13.28,-9.9131,0,0,1577.6
13.29,-9.9122,0,0,1577.8
13.3,-9.9113,0,0,1578.1
13.31,-9.9104,0,0,1578.3
13.32,-9.9095,0,0,1578.5
13.33,-9.9086,0,0,1578.7
13.34,-9.9078,0,0,1579
13.35,-9.9069,0,0,1579.2
13.36,-9.906,0,0,1579.4
13.37,-9.9051,0,0,1579.6
13.38,-9.9043,0,0,1579.8
13.39,-9.9034,0,0,1580.1
13.4,-9.9026,0,0,1580.3
13.41,-9.9017,0,0,1580.5
13.42,-9.9009,0,0,1580.7
13.43,-9.9,0,0,1580.9
13.44,-9.8992,0,0,1581.1
13.45,-9.8984,0,0,1581.3
13.46,-9.8975,0,0,1581.6
13.47,-9.8967,0,0,1581.8
13.48,-9.8959,0,0,1582
13.49,-9.8951,0,0,1582.2
13.5,-9.8943,0,0,1582.4
13.51,-9.8935,0,0,1582.6
13.52,-9.8927,0,0,1582.8
13.53,-9.8919,0,0,1583
13.54,-9.8911,0,0,1583.2
13.55,-9.8903,0,0,1583.4
13.56,-9.8895,0,0,1583.6
13.57,-9.8887,0,0,1583.8
13.58,-9.8879,0,0,1584
13.59,-9.8871,0,0,1584.2
13.6,-9.8864,0,0,1584.4
13.61,-9.8856,0,0,1584.6
13.62,-9.8848,0,0,1584.8
13.63,-9.8841,0,0,1585
13.64,-9.8833,0,0,1585.2
13.65,-9.8825,0,0,1585.4
13.66,-9.8818,0,0,1585.5
13.67,-9.881,0,0,1585.7
13.68,-9.8803,0,0,1585.9
13.69,-9.8796,0,0,1586.1
13.7,-9.8788,0,0,1586.3
13.71,-9.8781,0,0,1586.5
13.72,-9.8774,0,0,1586.7
13.73,-9.8767,0,0,1586.8
13.74,-9.8759,0,0,1587
13.75,-9.8752,0,0,1587.2
13.76,-9.8745,0,0,1587.4
13.77,-9.8738,0,0,1587.6
13.78,-9.8731,0,0,1587.7
13.79,-9.8724,0,0,1587.9
13.8,-9.8717,0,0,1588.1
13.81,-9.871,0,0,1588.3
13.82,-9.8703,0,0,1588.5
13.83,-9.8697,0,0,1588.6
13.84,-9.869,0,0,1588.8
13.85,-9.8683,0,0,1589
13.86,-9.8676,0,0,1589.1
13.87,-9.867,0,0,1589.3
13.88,-9.8663,0,0,1589.5
13.89,-9.8656,0,0,1589.6
13.9,-9.865,0,0,1589.8
13.91,-9.8643,0,0,1590
13.92,-9.8637,0,0,1590.1
13.93,-9.863,0,0,1590.3
13.94,-9.8624,0,0,1590.5
13.95,-9.8618,0,0,1590.6
13.96,-9.8611,0,0,1590.8
13.97,-9.8605,0,0,1590.9
13.98,-9.8599,0,0,1591.1
13.99,-9.8593,0,0,1591.3
14,-9.8586,0,0,1591.4
14.01,-9.858,0,0,1591.6
14.02,-9.8574,0,0,1591.7
14.03,-9.8568,0,0,1591.9
14.04,-9.8562,0,0,1592
14.05,-9.8556,0,0,1592.2
14.06,-9.855,0,0,1592.3
14.07,-9.8544,0,0,1592.5
14.08,-9.8539,0,0,1592.6
14.09,-9.8533,0,0,1592.8
14.1,-9.8527,0,0,1592.9
14.11,-9.8521,0,0,1593.1
14.12,-9.8516,0,0,1593.2
14.13,-9.851,0,0,1593.4
14.14,-9.8504,0,0,1593.5
14.15,-9.8499,0,0,1593.7
14.16,-9.8493,0,0,1593.8
14.17,-9.8488,0,0,1593.9
14.18,-9.8482,0,0,1594.1
14.19,-9.8477,0,0,1594.2
14.2,-9.8471,0,0,1594.3
14.21,-9.8466,0,0,1594.5
14.22,-9.8461,0,0,1594.6
14.23,-9.8456,0,0,1594.8
14.24,-9.845,0,0,1594.9
14.25,-9.8445,0,0,1595
14.26,-9.844,0,0,1595.2
14.27,-9.8435,0,0,1595.3
14.28,-9.843,0,0,1595.4
14.29,-9.8425,0,0,1595.5
14.3,-9.842,0,0,1595.7
14.31,-9.8415,0,0,1595.8
14.32,-9.841,0,0,1595.9
14.33,-9.8405,0,0,1596
14.34,-9.84,0,0,1596.2
14.35,-9.8395,0,0,1596.3
14.36,-9.8391,0,0,1596.4
14.37,-9.8386,0,0,1596.5
14.38,-9.8381,0,0,1596.6
14.39,-9.8377,0,0,1596.8
14.4,-9.8372,0,0,1596.9
14.41,-9.8367,0,0,1597
14.42,-9.8363,0,0,1597.1
14.43,-9.8358,0,0,1597.2
14.44,-9.8354,0,0,1597.3
14.45,-9.835,0,0,1597.5
14.46,-9.8345,0,0,1597.6
14.47,-9.8341,0,0,1597.7
14.48,-9.8337,0,0,1597.8
14.49,-9.8332,0,0,1597.9
14.5,-9.8328,0,0,1598
14.51,-9.8324,0,0,1598.1
14.52,-9.832,0,0,1598.2
14.53,-9.8316,0,0,1598.3
14.54,-9.8312,0,0,1598.4
14.55,-9.8308,0,0,1598.5
14.56,-9.8304,0,0,1598.6
14.57,-9.83,0,0,1598.7
14.58,-9.8296,0,0,1598.8
14.59,-9.8292,0,0,1598.9
14.6,-9.8288,0,0,1599
14.61,-9.8284,0,0,1599.1
14.62,-9.8281,0,0,1599.2
14.63,-9.8277,0,0,1599.3
14.64,-9.8273,0,0,1599.4
14.65,-9.827,0,0,1599.5
14.66,-9.8266,0,0,1599.6
14.67,-9.8262,0,0,1599.7
14.68,-9.8259,0,0,1599.8
14.69,-9.8255,0,0,1599.9
14.7,-9.8252,0,0,1599.9
14.71,-9.8249,0,0,1600
14.72,-9.8245,0,0,1600.1
14.73,-9.8242,0,0,1600.2
14.74,-9.8239,0,0,1600.3
14.75,-9.8235,0,0,1600.4
14.76,-9.8232,0,0,1600.4
14.77,-9.8229,0,0,1600.5
14.78,-9.8226,0,0,1600.6
14.79,-9.8223,0,0,1600.7
14.8,-9.822,0,0,1600.8
14.81,-9.8217,0,0,1600.8
14.82,-9.8214,0,0,1600.9
14.83,-9.8211,0,0,1601
14.84,-9.8208,0,0,1601.1
14.85,-9.8205,0,0,1601.1
14.86,-9.8202,0,0,1601.2
14.87,-9.8199,0,0,1601.3
14.88,-9.8197,0,0,1601.4
14.89,-9.8194,0,0,1601.4
14.9,-9.8191,0,0,1601.5
14.91,-9.8189,0,0,1601.6
14.92,-9.8186,0,0,1601.6
14.93,-9.8183,0,0,1601.7
14.94,-9.8181,0,0,1601.8
14.95,-9.8179,0,0,1601.8
14.96,-9.8176,0,0,1601.9
14.97,-9.8174,0,0,1601.9
14.98,-9.8171,0,0,1602
14.99,-9.8169,0,0,1602.1
15,-9.8167,0,0,1602.1
15.01,-9.8164,0,0,1602.2
15.02,-9.8162,0,0,1602.2
15.03,-9.816,0,0,1602.3
15.04,-9.8158,0,0,1602.3
15.05,-9.8156,0,0,1602.4
15.06,-9.8154,0,0,1602.4
15.07,-9.8152,0,0,1602.5
15.08,-9.815,0,0,1602.6
15.09,-9.8148,0,0,1602.6
15.1,-9.8146,0,0,1602.6
15.11,-9.8144,0,0,1602.7
15.12,-9.8142,0,0,1602.7
15.13,-9.8141,0,0,1602.8
15.14,-9.8139,0,0,1602.8
15.15,-9.8137,0,0,1602.9
15.16,-9.8135,0,0,1602.9
15.17,-9.8134,0,0,1603
15.18,-9.8132,0,0,1603
15.19,-9.8131,0,0,1603
15.2,-9.8129,0,0,1603.1
15.21,-9.8128,0,0,1603.1
15.22,-9.8126,0,0,1603.2
15.23,-9.8125,0,0,1603.2
15.24,-9.8123,0,0,1603.2
15.25,-9.8122,0,0,1603.3
15.26,-9.8121,0,0,1603.3
15.27,-9.812,0,0,1603.3
15.28,-9.8118,0,0,1603.4
15.29,-9.8117,0,0,1603.4
15.3,-9.8116,0,0,1603.4
15.31,-9.8115,0,0,1603.4
15.32,-9.8114,0,0,1603.5
15.33,-9.8113,0,0,1603.5
15.34,-9.8112,0,0,1603.5
15.35,-9.8111,0,0,1603.5
15.36,-9.811,0,0,1603.6
15.37,-9.8109,0,0,1603.6
15.38,-9.8108,0,0,1603.6
15.39,-9.8108,0,0,1603.6
15.4,-9.8107,0,0,1603.6
15.41,-9.8106,0,0,1603.7
15.42,-9.8106,0,0,1603.7
15.43,-9.8105,0,0,1603.7
15.44,-9.8104,0,0,1603.7
15.45,-9.8104,0,0,1603.7
15.46,-9.8103,0,0,1603.7
15.47,-9.8103,0,0,1603.8
15.48,-9.8102,0,0,1603.8
15.49,-9.8102,0,0,1603.8
15.5,-9.8102,0,0,1603.8
15.51,-9.8101,0,0,1603.8
15.52,-9.8101,0,0,1603.8
15.53,-9.8101,0,0,1603.8
15.54,-9.81,0,0,1603.8
15.55,-9.81,0,0,1603.8
15.56,-9.81,0,0,1603.8
15.57,-9.81,0,0,1603.8
15.58,-9.81,0,0,1603.8
15.59,-9.81,0,0,1603.8
